,Family,Father,Mother,Gender,Height,Kids,Parent.avg
581,135,173.99,165.1,M,175.768,8,169.545
582,135,173.99,165.1,M,172.72,8,169.545
583,135,173.99,165.1,M,167.64,8,169.545
584,135,173.99,165.1,M,167.64,8,169.545
585,135,173.99,165.1,F,157.48,8,169.545
586,135,173.99,165.1,F,156.21,8,169.545
587,135,173.99,165.1,F,154.94,8,169.545
588,135,173.99,165.1,F,152.4,8,169.545
589,136,172.72,162.56,M,180.34,10,167.64
590,136,172.72,162.56,M,172.72,10,167.64
591,136,172.72,162.56,M,172.72,10,167.64
592,136,172.72,162.56,M,170.18,10,167.64
593,136,172.72,162.56,F,165.1,10,167.64
594,136,172.72,162.56,F,162.56,10,167.64
595,136,172.72,162.56,F,160.02,10,167.64
596,136,172.72,162.56,F,160.02,10,167.64
597,136,172.72,162.56,F,157.48,10,167.64
598,136,172.72,162.56,F,154.94,10,167.64
599,137,172.72,162.56,M,167.64,4,167.64
600,137,172.72,162.56,M,160.02,4,167.64
601,137,172.72,162.56,F,166.37,4,167.64
602,137,172.72,162.56,F,157.48,4,167.64
603,138,172.72,162.56,M,180.848,5,167.64
604,138,172.72,162.56,M,180.848,5,167.64
605,138,172.72,162.56,M,175.26,5,167.64
606,138,172.72,162.56,M,173.99,5,167.64
607,138,172.72,162.56,F,158.75,5,167.64
608,139,172.72,163.83,F,157.48,1,168.275
609,140,172.72,162.56,M,175.26,10,167.64
610,140,172.72,162.56,M,170.18,10,167.64
611,140,172.72,162.56,M,167.64,10,167.64
612,140,172.72,162.56,F,167.64,10,167.64
613,140,172.72,162.56,F,167.64,10,167.64
614,140,172.72,162.56,F,165.1,10,167.64
615,140,172.72,162.56,F,165.1,10,167.64
616,140,172.72,162.56,F,165.1,10,167.64
617,140,172.72,162.56,F,162.56,10,167.64
618,140,172.72,162.56,F,160.02,10,167.64
619,141,172.72,160.02,M,179.07,8,166.37
620,141,172.72,160.02,M,177.8,8,166.37
621,141,172.72,160.02,M,172.72,8,166.37
622,141,172.72,160.02,M,167.64,8,166.37
623,141,172.72,160.02,M,167.64,8,166.37
624,141,172.72,160.02,F,167.64,8,166.37
625,141,172.72,160.02,F,157.48,8,166.37
626,141,172.72,160.02,F,156.21,8,166.37
627,142,173.99,161.29,M,186.69,4,167.64
628,142,173.99,161.29,M,177.8,4,167.64
629,142,173.99,161.29,M,176.53,4,167.64
630,142,173.99,161.29,F,166.37,4,167.64
631,143,172.72,160.02,M,170.18,1,166.37
632,144,172.72,160.02,M,177.8,4,166.37
633,144,172.72,160.02,M,172.72,4,166.37
634,144,172.72,160.02,F,163.83,4,166.37
635,144,172.72,160.02,F,162.56,4,166.37
636,145,172.72,160.02,M,180.34,8,166.37
637,145,172.72,160.02,M,172.72,8,166.37
638,145,172.72,160.02,M,167.64,8,166.37
639,145,172.72,160.02,M,166.37,8,166.37
640,145,172.72,160.02,M,165.1,8,166.37
641,145,172.72,160.02,F,160.02,8,166.37
642,145,172.72,160.02,F,157.48,8,166.37
643,145,172.72,160.02,F,157.48,8,166.37
644,146,172.72,160.02,M,170.18,6,166.37
645,146,172.72,160.02,M,170.18,6,166.37
646,146,172.72,160.02,M,167.64,6,166.37
647,146,172.72,160.02,F,162.56,6,166.37
648,146,172.72,160.02,F,161.29,6,166.37
649,146,172.72,160.02,F,154.94,6,166.37
650,147,173.99,161.29,M,173.228,1,167.64
651,148,172.72,160.02,M,177.8,1,166.37
652,149,173.228,161.29,M,177.8,5,167.259
653,149,173.228,161.29,M,175.26,5,167.259
654,149,173.228,161.29,M,170.18,5,167.259
655,149,173.228,161.29,M,166.37,5,167.259
656,149,173.228,161.29,F,163.83,5,167.259
657,150,172.72,158.75,M,173.99,1,165.735
658,151,174.498,157.48,M,171.958,2,165.989
659,151,174.498,157.48,F,156.718,2,165.989
660,152,172.72,158.75,M,168.91,1,165.735
661,153,172.72,154.94,M,173.99,5,163.83
662,153,172.72,154.94,M,172.72,5,163.83
663,153,172.72,154.94,M,162.56,5,163.83
664,153,172.72,154.94,F,161.29,5,163.83
665,153,172.72,154.94,F,160.02,5,163.83
666,154,172.72,152.908,M,169.418,1,162.814
667,155,172.72,152.4,M,162.56,7,162.56
668,155,172.72,152.4,F,154.94,7,162.56
669,155,172.72,152.4,F,154.94,7,162.56
670,155,172.72,152.4,F,152.4,7,162.56
671,155,172.72,152.4,F,152.4,7,162.56
672,155,172.72,152.4,F,152.4,7,162.56
673,155,172.72,152.4,F,142.24,7,162.56
674,156,172.72,152.4,M,171.45,4,162.56
675,156,172.72,152.4,M,170.18,4,162.56
676,156,172.72,152.4,M,168.91,4,162.56
677,156,172.72,152.4,F,152.4,4,162.56
678,157,173.99,149.86,M,175.26,1,161.925
679,158,172.72,149.86,M,172.72,10,161.29
680,158,172.72,149.86,M,165.1,10,161.29
681,158,172.72,149.86,M,164.338,10,161.29
682,158,172.72,149.86,M,162.56,10,161.29
683,158,172.72,149.86,M,162.56,10,161.29
684,158,172.72,149.86,M,160.02,10,161.29
685,158,172.72,149.86,F,165.1,10,161.29
686,158,172.72,149.86,F,165.1,10,161.29
687,158,172.72,149.86,F,157.48,10,161.29
688,158,172.72,149.86,F,154.94,10,161.29
689,159,170.18,168.148,M,184.658,5,169.164
690,159,170.18,168.148,M,184.658,5,169.164
691,159,170.18,168.148,M,181.61,5,169.164
692,159,170.18,168.148,F,166.37,5,169.164
693,159,170.18,168.148,F,161.29,5,169.164
694,160,170.18,168.91,M,180.34,1,169.545
695,162,170.18,165.1,M,177.038,6,167.64
696,162,170.18,165.1,M,171.45,6,167.64
697,162,170.18,165.1,F,166.37,6,167.64
698,162,170.18,165.1,F,165.1,6,167.64
699,162,170.18,165.1,F,163.83,6,167.64
700,162,170.18,165.1,F,161.29,6,167.64
701,163,170.18,166.37,M,177.8,5,168.275
702,163,170.18,166.37,M,175.26,5,168.275
703,163,170.18,166.37,F,166.37,5,168.275
704,163,170.18,166.37,F,166.37,5,168.275
705,163,170.18,166.37,F,160.02,5,168.275
706,164,170.18,166.37,M,177.8,4,168.275
707,164,170.18,166.37,M,171.958,4,168.275
708,164,170.18,166.37,F,160.02,4,168.275
709,164,170.18,166.37,F,152.4,4,168.275
710,165,170.18,165.1,M,165.1,3,167.64
711,165,170.18,165.1,F,157.48,3,167.64
712,165,170.18,165.1,F,157.48,3,167.64
713,166,171.45,165.1,M,180.34,11,168.275
714,166,171.45,165.1,M,175.26,11,168.275
715,166,171.45,165.1,F,162.56,11,168.275
716,166,171.45,165.1,F,162.56,11,168.275
717,166,171.45,165.1,F,160.02,11,168.275
718,166,171.45,165.1,F,160.02,11,168.275
719,166,171.45,165.1,F,160.02,11,168.275
720,166,171.45,165.1,F,160.02,11,168.275
721,166,171.45,165.1,F,160.02,11,168.275
722,166,171.45,165.1,F,158.75,11,168.275
723,166,171.45,165.1,F,157.48,11,168.275
724,167,170.18,162.56,M,181.61,4,166.37
725,167,170.18,162.56,M,177.8,4,166.37
726,167,170.18,162.56,M,170.18,4,166.37
727,167,170.18,162.56,M,170.18,4,166.37
728,168,170.18,161.29,M,180.34,8,165.735
729,168,170.18,161.29,M,178.308,8,165.735
730,168,170.18,161.29,M,175.768,8,165.735
731,168,170.18,161.29,M,173.99,8,165.735
732,168,170.18,161.29,M,172.72,8,165.735
733,168,170.18,161.29,M,170.18,8,165.735
734,168,170.18,161.29,M,166.37,8,165.735
735,168,170.18,161.29,F,161.29,8,165.735
736,169,170.18,160.02,M,175.26,3,165.1
737,169,170.18,160.02,M,172.72,3,165.1
738,169,170.18,160.02,F,160.02,3,165.1
739,170,171.45,157.48,M,177.8,5,164.465
740,170,171.45,157.48,M,176.53,5,164.465
741,170,171.45,157.48,M,175.26,5,164.465
742,170,171.45,157.48,M,173.99,5,164.465
743,170,171.45,157.48,F,167.64,5,164.465
744,171,170.18,154.94,M,170.18,1,162.56
745,172,167.64,170.18,M,179.07,8,168.91
746,172,167.64,170.18,M,179.07,8,168.91
747,172,167.64,170.18,M,170.18,8,168.91
748,172,167.64,170.18,M,167.64,8,168.91
749,172,167.64,170.18,M,167.64,8,168.91
750,172,167.64,170.18,F,157.48,8,168.91
751,172,167.64,170.18,F,157.48,8,168.91
752,172,167.64,170.18,F,156.21,8,168.91
753,173,167.64,170.18,M,182.88,9,168.91
754,173,167.64,170.18,M,165.1,9,168.91
755,173,167.64,170.18,M,165.1,9,168.91
756,173,167.64,170.18,F,170.18,9,168.91
757,173,167.64,170.18,F,162.56,9,168.91
758,173,167.64,170.18,F,162.56,9,168.91
759,173,167.64,170.18,F,157.48,9,168.91
760,173,167.64,170.18,F,152.4,9,168.91
761,173,167.64,170.18,F,152.4,9,168.91
762,174,167.64,167.64,M,167.64,5,167.64
763,174,167.64,167.64,M,165.1,5,167.64
764,174,167.64,167.64,F,170.18,5,167.64
765,174,167.64,167.64,F,168.91,5,167.64
766,174,167.64,167.64,F,166.37,5,167.64
767,175,167.64,167.64,M,182.88,6,167.64
768,175,167.64,167.64,M,172.72,6,167.64
769,175,167.64,167.64,F,167.64,6,167.64
770,175,167.64,167.64,F,165.1,6,167.64
771,175,167.64,167.64,F,157.48,6,167.64
772,175,167.64,167.64,F,154.94,6,167.64
773,176,168.91,165.1,M,174.498,8,167.005
774,176,168.91,165.1,M,173.99,8,167.005
775,176,168.91,165.1,M,168.91,8,167.005
776,176,168.91,165.1,M,163.83,8,167.005
777,176,168.91,165.1,F,158.75,8,167.005
778,176,168.91,165.1,F,153.67,8,167.005
779,176,168.91,165.1,F,153.67,8,167.005
780,176,168.91,165.1,F,146.05,8,167.005
781,177,167.64,166.37,M,182.88,5,167.005
782,177,167.64,166.37,M,180.34,5,167.005
783,177,167.64,166.37,M,170.18,5,167.005
784,177,167.64,166.37,F,167.64,5,167.005
785,177,167.64,166.37,F,165.1,5,167.005
786,178,167.64,160.02,M,177.8,1,163.83
787,179,167.64,161.29,F,163.83,2,164.465
788,179,167.64,161.29,F,157.48,2,164.465
789,180,168.91,160.02,M,170.688,6,164.465
790,180,168.91,160.02,M,170.18,6,164.465
791,180,168.91,160.02,M,165.1,6,164.465
792,180,168.91,160.02,F,165.1,6,164.465
793,180,168.91,160.02,F,165.1,6,164.465
794,180,168.91,160.02,F,160.02,6,164.465
795,181,168.91,158.75,M,177.8,7,163.83
796,181,168.91,158.75,M,172.72,7,163.83
797,181,168.91,158.75,F,161.29,7,163.83
798,181,168.91,158.75,F,158.75,7,163.83
799,181,168.91,158.75,F,158.75,7,163.83
800,181,168.91,158.75,F,158.75,7,163.83
801,181,168.91,158.75,F,158.75,7,163.83
802,182,167.64,156.21,M,177.8,1,161.925
803,183,167.64,152.4,M,172.72,4,160.02
804,183,167.64,152.4,M,170.18,4,160.02
805,183,167.64,152.4,M,165.1,4,160.02
806,183,167.64,152.4,F,152.4,4,160.02
807,184,167.64,152.4,M,165.1,1,160.02
808,185,167.64,149.86,M,172.72,15,158.75
809,185,167.64,149.86,M,170.18,15,158.75
810,185,167.64,149.86,M,168.91,15,158.75
811,185,167.64,149.86,M,167.64,15,158.75
812,185,167.64,149.86,M,166.878,15,158.75
813,185,167.64,149.86,M,166.37,15,158.75
814,185,167.64,149.86,M,165.1,15,158.75
815,185,167.64,149.86,F,165.1,15,158.75
816,185,167.64,149.86,F,162.56,15,158.75
817,185,167.64,149.86,F,160.02,15,158.75
818,185,167.64,149.86,F,157.48,15,158.75
819,185,167.64,149.86,F,154.94,15,158.75
820,185,167.64,149.86,F,152.4,15,158.75
821,185,167.64,149.86,F,147.32,15,158.75
822,185,167.64,149.86,F,144.78,15,158.75
823,186,165.1,170.18,M,168.91,4,167.64
824,186,165.1,170.18,M,167.64,4,167.64
825,186,165.1,170.18,M,167.64,4,167.64
826,186,165.1,170.18,F,165.1,4,167.64
827,187,165.1,170.18,F,160.02,1,167.64
828,188,165.1,167.64,M,160.02,4,166.37
829,188,165.1,167.64,F,160.02,4,166.37
830,188,165.1,167.64,F,160.02,4,166.37
831,188,165.1,167.64,F,152.4,4,166.37
832,190,165.1,165.1,M,175.26,9,165.1
833,190,165.1,165.1,M,172.72,9,165.1
834,190,165.1,165.1,M,172.72,9,165.1
835,190,165.1,165.1,F,165.1,9,165.1
836,190,165.1,165.1,F,165.1,9,165.1
837,190,165.1,165.1,F,157.48,9,165.1
838,190,165.1,165.1,F,157.48,9,165.1
839,190,165.1,165.1,F,154.94,9,165.1
840,190,165.1,165.1,F,149.86,9,165.1
841,191,165.1,166.37,M,179.578,2,165.735
842,191,165.1,166.37,F,166.37,2,165.735
843,192,165.1,165.1,M,175.768,6,165.1
844,192,165.1,165.1,M,175.26,6,165.1
845,192,165.1,165.1,M,172.72,6,165.1
846,192,165.1,165.1,M,171.958,6,165.1
847,192,165.1,165.1,F,163.83,6,165.1
848,192,165.1,165.1,F,153.67,6,165.1
849,193,165.1,162.56,M,170.18,6,163.83
850,193,165.1,162.56,M,170.18,6,163.83
851,193,165.1,162.56,F,162.56,6,163.83
852,193,165.1,162.56,F,162.56,6,163.83
853,193,165.1,162.56,F,158.75,6,163.83
854,193,165.1,162.56,F,153.67,6,163.83
855,194,165.1,160.02,M,177.8,2,162.56
856,194,165.1,160.02,F,160.02,2,162.56
857,195,165.1,160.02,M,167.64,3,162.56
858,195,165.1,160.02,M,167.64,3,162.56
859,195,165.1,160.02,F,160.02,3,162.56
860,196,166.37,160.02,M,180.34,4,163.195
861,196,166.37,160.02,M,180.34,4,163.195
862,196,166.37,160.02,M,175.26,4,163.195
863,196,166.37,160.02,F,161.29,4,163.195
864,197,166.37,152.4,M,172.72,5,159.385
865,197,166.37,152.4,M,172.72,5,159.385
866,197,166.37,152.4,M,170.18,5,159.385
867,197,166.37,152.4,M,170.18,5,159.385
868,197,166.37,152.4,F,157.48,5,159.385
869,198,162.56,162.56,M,181.61,7,162.56
870,198,162.56,162.56,M,172.72,7,162.56
871,198,162.56,162.56,F,166.37,7,162.56
872,198,162.56,162.56,F,162.56,7,162.56
873,198,162.56,162.56,F,157.48,7,162.56
874,198,162.56,162.56,F,157.48,7,162.56
875,198,162.56,162.56,F,154.94,7,162.56
876,199,162.56,162.56,M,179.07,7,162.56
877,199,162.56,162.56,M,172.72,7,162.56
878,199,162.56,162.56,F,170.18,7,162.56
879,199,162.56,162.56,F,165.1,7,162.56
880,199,162.56,162.56,F,162.56,7,162.56
881,199,162.56,162.56,F,162.56,7,162.56
882,199,162.56,162.56,F,152.4,7,162.56
883,200,162.56,160.02,M,163.83,1,161.29
884,201,162.56,152.4,M,167.64,2,157.48
885,201,162.56,152.4,F,152.4,2,157.48
886,203,157.48,167.64,M,162.56,3,162.56
887,203,157.48,167.64,F,157.48,3,162.56
888,203,157.48,167.64,F,154.94,3,162.56
889,204,158.75,160.02,M,168.91,2,159.385
890,204,158.75,160.02,F,144.78,2,159.385
891,136A,173.99,165.1,M,182.88,8,169.545
892,136A,173.99,165.1,M,179.07,8,169.545
893,136A,173.99,165.1,M,174.498,8,169.545
894,136A,173.99,165.1,M,173.99,8,169.545
895,136A,173.99,165.1,M,171.958,8,169.545
896,136A,173.99,165.1,F,162.56,8,169.545
897,136A,173.99,165.1,F,161.29,8,169.545
898,136A,173.99,165.1,F,160.02,8,169.545
